gender,income,criminals,diffrace,leftwings,alcoholics,rightwings,manykids,neurotics,muslims,imigrants,aids,addicts,homoseksuals,jews,gypsies,age,edu,id
2,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,300
2,410000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,4,301
2,55000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25,4,302
1,550000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,38,4,303
1,900000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,48,1,304
2,250000,0,0,0,1,0,0,0,1,0,0,1,0,0,1,32,1,305
1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,306
2,450000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,30,0,307
2,140000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,41,1,308
2,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,309
2,1000000,1,0,0,1,1,0,0,0,0,0,1,0,0,1,45,4,310
1,1000000,1,0,0,1,0,0,1,0,0,1,1,0,0,0,35,4,311
1,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,312
1,650000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,57,1,313
1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,314
2,450000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28,2,315
2,650000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,54,3,316
1,400000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,52,3,317
1,550000,1,0,0,0,0,0,1,1,0,1,1,1,0,0,58,1,318
2,324000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,65,2,319
1,250000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,1,320
1,500000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,38,1,321
2,350000,0,0,0,1,0,0,0,1,1,1,1,0,0,1,30,2,322
1,450000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,1,323
2,400000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,51,0,324
1,270000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,57,1,325
1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,326
1,400000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,1,327
2,500000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29,0,328
1,650000,0,0,1,0,1,0,1,0,0,0,1,0,0,0,61,2,329
1,360000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,35,1,330
2,350000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28,3,331
2,400000,1,0,0,1,0,0,1,0,0,0,1,0,0,0,36,1,332
2,300000,1,0,0,1,0,0,1,0,1,0,1,0,0,0,48,0,333
1,380000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28,3,334
1,600000,1,0,0,1,0,0,0,1,0,0,1,0,0,0,38,1,335
2,350000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24,2,336
2,140000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,47,0,337
2,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,338
1,250000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,339
1,130000,0,0,0,1,0,0,0,0,0,0,1,1,0,0,54,3,340
2,325000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,46,0,341
2,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,342
1,300000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,64,3,343
1,250000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,344
1,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,345
2,400000,1,1,0,1,0,0,1,1,0,0,1,1,0,1,60,0,346
1,500000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,51,3,347
2,120000,1,0,0,1,0,0,0,0,0,1,1,0,0,0,47,1,348
1,400000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,349
1,275000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,37,1,350
2,850000,0,0,0,1,0,0,0,0,0,0,1,0,0,1,49,3,351
2,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,352
2,575000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,51,2,353
2,270000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,4,354
1,500000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,39,4,355
2,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,356
2,450000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,3,357
2,100000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,58,0,358
1,175000,1,0,0,1,0,0,1,1,0,0,1,1,0,0,66,1,359
2,600000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,42,3,360
1,500000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,39,1,361
1,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,1,362
2,550000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,363
1,500000,0,0,0,1,0,0,1,0,0,0,1,0,0,1,41,0,364
2,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,365
1,400000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36,0,366
1,260000,1,1,1,1,0,0,0,1,1,0,1,1,0,1,65,1,367
2,125000,0,0,0,0,0,0,0,1,1,0,1,1,0,0,70,0,368
2,300000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,1,369
1,324000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,3,370
1,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,371
1,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,372
1,220000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,33,1,373
1,260000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,35,3,374
2,750000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,375
1,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,3,376
2,575000,0,0,1,0,1,0,1,0,0,0,1,0,0,0,32,3,377
2,470000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,33,3,378
1,220000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,51,1,379
2,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,380
1,250000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,29,3,381
1,700000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,46,4,382
2,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,383
1,400000,0,0,0,1,0,0,1,1,0,0,1,1,0,1,38,1,384
1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,385
1,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,386
1,450000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,42,1,387
1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,388
2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,389
2,45000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33,3,390
1,650000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,1,391
1,400000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,392
1,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,393
2,130000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,1,394
2,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,3,395
1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,396
1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,397
2,575000,0,1,1,1,0,0,0,1,1,1,1,0,0,1,41,1,398
2,650000,1,1,1,0,0,0,0,0,1,0,1,0,0,0,29,1,399
1,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,400
1,475000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,1,401
2,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,402
2,190000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,2,403
2,142000,1,0,0,1,1,1,1,0,0,1,1,0,0,0,49,0,404
1,400000,1,1,0,0,1,0,0,1,0,0,1,1,1,0,28,1,405
2,500000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,29,3,406
2,500000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,38,3,407
1,400000,0,0,1,1,1,0,0,0,0,0,1,0,0,1,62,3,408
1,400000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,41,3,409
1,155000,1,0,1,1,0,0,1,0,1,0,0,0,0,0,63,0,410
2,410000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,38,3,411
2,620000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,39,3,412
1,250000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,65,1,413
2,260000,1,0,0,1,1,0,0,1,0,0,1,0,1,0,26,0,414
2,1200000,1,0,0,1,1,0,1,0,0,0,1,0,0,0,38,1,415
2,540000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34,3,416
1,240000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0,417
1,200000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28,3,418
1,450000,1,0,1,0,1,0,0,0,0,0,1,0,0,0,28,2,419
2,750000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39,1,420
1,211000,1,0,0,1,0,0,0,1,1,0,1,0,0,0,56,1,421
1,179000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,3,422
1,450000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,59,1,423
1,230000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44,1,424
2,700000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,38,3,425
2,400000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,25,2,426
1,250000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,1,427
1,500000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,42,3,428
2,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,429
1,450000,0,1,0,1,0,0,1,0,0,0,1,0,0,1,30,1,430
1,360000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45,1,431
2,400000,1,1,0,1,0,0,1,1,1,0,1,0,1,1,49,2,432
2,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,433
1,450000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,42,1,434
2,225000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28,4,435
2,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,436
2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,437
1,230000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,26,3,438
1,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,439
1,210000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,49,2,440
1,170000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,2,441
2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,442
1,650000,0,0,1,0,1,0,0,1,0,0,0,0,0,1,54,2,443
1,600000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3,444
2,420000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,445
1,700000,1,0,0,1,0,0,1,0,0,0,1,1,0,0,58,1,446
2,230000,1,0,0,0,0,0,0,0,1,0,1,1,0,0,54,1,447
1,385000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,0,448
2,255000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,40,1,449
2,260000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,51,3,450
1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,451
1,215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,452
1,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,3,453
2,400000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,36,2,454
2,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,455
2,700000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,56,3,456
2,111000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23,0,457
1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,458
1,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,459
2,380000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,27,0,460
1,360000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,33,4,461
2,500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,1,462
1,530000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,52,1,463
1,40000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19,0,464
2,275000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,465
1,400000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0,466
2,400000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,467
2,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,468
1,500000,1,0,0,1,0,0,0,0,0,0,1,1,0,0,60,4,469
2,560000,1,0,0,1,0,0,1,0,0,0,1,0,0,0,30,1,470
2,98000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,42,0,471
2,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,472
2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,473
2,400000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,1,474
1,450000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,475
1,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,476
1,350000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,0,477
2,600000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,18,2,478
1,550000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,53,1,479
1,650000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,38,3,480
2,350000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,0,481
2,250000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31,1,482
1,114000,0,0,0,1,0,0,0,1,0,1,1,1,0,0,66,1,483
2,600000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,34,3,484
2,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,485
1,180000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,1,486
2,405000,1,0,0,1,0,1,1,1,0,0,1,1,0,1,84,0,487
2,184000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,3,488
2,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,489
1,210000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,74,3,490
1,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4,491
2,205267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,492
1,250000,1,1,1,1,1,1,1,1,1,1,1,1,0,1,80,2,493
1,360000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,494
1,288900,1,1,1,1,0,1,0,1,1,1,1,1,1,0,88,4,495
2,200000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,77,1,496
2,50000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,0,497
1,210000,1,1,1,1,1,0,1,1,1,1,1,1,0,1,85,4,498
2,140000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,82,1,499
2,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,500
2,96000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,76,3,501
1,350000,1,0,0,1,0,0,0,0,0,1,1,0,0,1,72,4,502
2,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,503
1,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,504
1,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,505
2,97000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,506
1,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,507
2,180000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,3,508
1,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,509
1,92000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,79,1,510
1,170000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,72,1,511
2,82000,1,1,0,1,1,0,1,1,1,1,1,1,1,1,89,0,512
2,100000,0,0,0,1,1,1,1,0,0,0,1,0,0,0,82,1,513
2,135000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,83,0,514
2,90000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,79,0,515
1,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,73,0,516
2,96000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,517
2,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,74,0,518
1,200000,1,0,1,0,1,0,0,0,0,0,0,0,0,0,88,4,519
1,150000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,81,0,520
1,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,3,521
2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,522
2,350000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,78,1,523
2,245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,524
1,200000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,71,0,525
2,90000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,82,0,526
1,200000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,73,0,527
1,247000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,80,3,528
1,93000,1,1,1,1,1,0,0,1,1,0,1,1,0,1,72,1,529
1,130000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,0,530
1,67000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,80,0,531
1,105000,1,0,0,1,0,0,0,1,0,0,1,1,0,0,76,1,532
1,135000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,78,0,533
2,170000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,76,0,534
2,212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,535
2,230000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,77,0,536
2,118000,1,0,1,1,1,0,0,1,0,1,1,1,0,1,73,0,537
2,130000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,0,538
1,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,539
2,90000,1,0,0,1,0,0,0,1,0,1,1,1,0,0,74,0,540
1,160000,1,1,0,0,0,0,0,1,0,0,1,1,0,0,77,1,541
1,630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,542
1,700000,1,0,0,1,1,0,1,0,0,0,1,0,0,0,33,0,543
1,200000,0,1,0,0,0,0,0,1,0,0,0,1,0,1,67,1,544
2,800000,1,0,1,1,1,1,0,1,1,0,1,0,0,1,56,0,545
2,1200000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,4,546
2,240000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,547
1,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,3,548
2,80000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,34,4,549
2,250000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,2,550
1,312000,0,0,1,1,1,0,0,0,0,0,1,0,0,0,29,3,551
2,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,3,552
2,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,553
2,550000,0,0,0,1,0,0,0,0,0,0,1,0,0,1,41,3,554
2,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,555
1,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,556
2,215000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27,0,557
2,650000,0,0,0,0,0,1,0,0,1,0,0,0,0,1,49,3,558
1,450000,0,0,1,1,1,1,0,0,0,0,1,0,0,1,27,3,559
1,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,560
1,200000,0,0,0,1,1,0,0,0,0,0,1,0,0,1,30,1,561
2,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,562
1,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,563
1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,564
2,52000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,24,4,565
1,600000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,4,566
2,600000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,4,567
2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,568
1,600000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36,0,569
1,243000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,35,3,570
1,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,571
1,700000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,4,572
2,90000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,21,4,573
1,500000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,4,574
1,560000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,42,0,575
2,225000,1,0,1,1,0,0,1,0,0,0,1,0,0,0,48,3,576
2,300000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,37,4,577
2,1000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,32,3,578
2,52800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,3,579
1,70000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,4,580
2,450000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,68,1,581
1,400000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23,3,582
1,600000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,48,4,583
2,750000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,3,584
2,110000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,2,585
1,560000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,57,1,586
2,290000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,587
2,550000,1,0,0,1,0,0,0,0,0,0,1,0,0,1,54,3,588
2,170000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,68,1,589
1,150000,1,0,1,1,0,0,1,1,0,1,1,1,0,0,85,1,590
2,800000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,58,3,591
1,500000,1,0,0,0,1,0,1,0,0,0,1,0,0,0,35,4,592
2,650000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,26,3,593
2,550000,1,0,0,0,0,0,0,0,1,0,1,0,0,0,25,1,594
2,350000,1,0,0,1,0,0,0,0,0,1,1,0,0,1,71,0,595
2,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,596
2,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,597
1,180000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,0,598
1,500000,1,1,0,1,0,0,0,0,0,0,1,0,0,0,41,1,599
